Ulaa	Ulan
sikiyim	sikeyim
erenerr	Erener
cekerr	çeker
dıyee	diye
bagırıoo	bağırıyor
reklamlarrda	reklamlarda
yalancılarr	yalancılar
cekmıo	çekmiyor
tr	Türkiye
çekmiosun	çekmiyorsun
ödemem	ödememe
bindiriyim	bindireyim
bayiisi	bayisi
tcell	Turkcell
niçin	için
faturasii	faturası
oparator	operatör
annısım	annem
saolsun	sağolsun
morelim	moralim
olacası	olasıca
arıck	arayacak
Tşkler	Teşekkürler
Tişkürler	Teşekkürler
internetimm	internetim
yoık	yok
süperr	süper
ohh	oh
unutamıyım	unutamayayım
kapafına	kafasına
gitgelleri	gelgitleri
ttnet	TTnet
duruyorr	duruyor
Rapia	Rabia
yapalım	de
turkcel	Turkcell
O	de
omu	o
atı	attı
ilgilii	ilgili
hahaah	haha
tivit	tweet
yata	yatalım
Bende	Ben
amaa	ama
Vodafon	Vodafone
atmıyoo	atmıyor
koyim	koyayım
tribununun	tribünün
mi	musun
ohh	oh
eğlanceli	eğlenceli
yawanir	yaşanır
çıkırmış	çıkarmış
sikiyim	sikeyim
ayaka	ayak
turksell	Turkcell
calşmak	çalışmak
kapatıyım	kapatayım
hamına	amına
koyim	koyayım
sikiyim	sikeyim
Gnctrkcll	Gençturkcell
Disipli	Disiplin
seevdim	sevdim
istiyosan	istiyorsan
full	ful
çook	çok
çalıyosa	çalıyorsa
karışı	karşı
var	misiniz
Turkcel	Turkcell
yokk	yok
e	bazen
iletiyorumm	iletiyorum
Felan	Falan
Turkcel	Turkcell
bena	bana
sokem	sokayım
gaçılın	kaçılın
ışık	hızı
twit	tweet
ttnet	TTnet
Telefonudan	Telefonundan
Bkz	Bakınız
kapiyada	kapıya
Turkcel	Turkcell
oldun	oldu
kapiyada	kapıya
Turkcel	Turkcell
dayarın	dayanır
Hoppalaa	Hoppala
int	internet
twitten	Tweetten
kankim	kankam
imkamsiz	imkansız
meğersem	meğer
Günaydınn	Günaydın
dersindesin	derdindesin
anca	ancak
tarafindan	tarafında
oynadklari	oynadıkları
türksel	Turkcell
öLürüüm	ölürüm
olucaksın	olacaksın
oruspu	orospu
oğluşum	oğlum
ve	veya
turkcel	Turkcell
kankim	kankam
heralde	herhalde
atarlada	atarlarda
Vodafone	bebeğim
şarzı	şarjı
hakettigimiz	Her
farkliliastirmaya	farklılaştırmaya
kontur	kontör
konturum	kontörüm
felan	falan
usuplarıyla	üsluplarıyla
Cook	Çok
tskkurler	teşekkürler
cozcekmis	çözecekmiş
yaa	ya
vrrsin	versin
türksel	Turkcell
verme	attı
Off	Of
olcm	olacağım
vıdafone	Vodafone
glb	galiba
Cafede	Kafede
Olom	Oğlum
türkcel	Turkcell
Kulubumuzden	Klübümüzden
Oldum	Oldu
diyip	deyip
yaptıı	yaptı
vodofon	Vodafone
demek	Demet
yook	yok
anca	ancak
bkz	Bakınız
annecim	anneciğim
iyidi	iyiydi
ohh	oh
türksel	Türkcell
cibiliyetsizler	cibilliyetsizler
knşamyrm	konuşmuyorum
Haftasonuu	Haftasonu
oluyooğruum	ölüyorum
knk	kanka
Vodafon	Vodafone
halbuse	halbuki
sevdıgıım	sevdiğim
pısmanıım	pişmanım
korum	koyarım
öylee	öyle
internette	İnternete
heralde	herhalde
turkcel	Turkcell
iitbaren	itibaren
globall	Global
vericekmiiş	verecekmiş
kanks	kanka
duyaranız	duyarsanız
v	vs
Tişikkirlir	Teşekkürler
kulbu	kulpu
Hayata	Biz
Oh	Biz
şekerr	şeker
ulen	ulan
yenii	yeni
ulasblrsnz	ulaşabilirsiniz
yaa	ya
tivit	tweet
ağlamalık	ağlama
basaka	başka
cafe	kafe
olumm	oğlum
sevıyım	seveyim
yarıyacağı	yarayacağı
Turksel	Turkcell
Tişikkirlir	Teşekkürler
vodafonm	Vodafone
azcıkın	az
kardeşi	kardeş
yaa	ya
tiviti	tweeti
Turkcelli	bir
yha	ya
baya	bayağı
güzeell	güzel
Laan	Ulan
off	of
cvb	cevap
yapıcagın	yapacağın
Kenksler	kankalar
heralde	herhalde
yıldönümü	yıl
diye	dönümü
sfglm	sevgilim
atmıyoo	atmıyor
Ahahah	Ahah
ederimm	ederim
olom	oğlum
açmışın	aşmışsın
kontur	kontör
cınım	canım
gonderdu	gönderdi
turksel	Turkcell
atsinlarr	atsınlar
yaa	ya
pakedimi	paketimi
pakedimi	paketimi
pakedimi	paketimi
operatörler	operatörle
kankimle	kankamla
Reklam	Reklamını
direk	direkt
vodafon	Vodafone
heralde	herhalde
herkezde	Herkeste
yav	Yahu
olaraktan	olarak
hemmen	hemen
sikiyim	sikeyim
geçtiim	geçtim
bee	be
askm	aşkım
yha	ya
kiiğğ	ki
Adamsınn	Adamsın
ınt	internet
geldıı	geldi
Cook	Çok
İstikal	İstiklal
seviyosa	seviyorsa
Off	Of
konusyoruz	konuşuyoruz
İstikal	İstiklal
kalmıyım	kalmayayım
yaa	ya
biz	bir
canısı	canım
istanyonlari	istasyonları
tayip	Tayyip
numaralarınız	numaralarınızı
spam	mesajları
iletim	mesajları
pakedini	paketini
twit	tweet
Süprizi	sürprizi
değişmek	değiştirmek
mikemmel	mükemmel
Avea	bebeğim
bole	böyle
kapadi	kapattı
Twitlerim	Tweetlerim
smsiletweet	sms
trcell	Turkcell
operatötleri	operatörleri
turkcel	Turkcell
bazistasyonu	baz
caanım	canım
interne	internet
bayılardan	bayılanlardan
etceksin	edeceksin
ahahahah	içine
armak	atmak
katılımdım	katılamadım
vadofone	Vodoafone
tasiyci	taşıyıcı
hizmetlerinindeki	hizmetlerindeki
banaa	Bana
bnc	bence
elektirikler	elektrikler
ahh	ah
bilem	bile
cbuk	Çabuk
yapmiss	yapmış
olmadığıı	olmadığı
gozukuyomusuz	gözüküyormuşuz
bayiisine	bayisine
alim	alayım
de	da
Yess	Yes
şerefine	olmamın
sınır	sınırsız
Turkcel	Turkcell
Şirkentinden	Şirketinden
tshirtlerden	tişörtlerden
amann	aman
aradigmda	aradığımda
adımadım	Adım
adımadım	Adım
aramakdan	aramaktan
Avea	bebeğim
Turkcell	bebeğim
ttnet	TTnet
vaadler	vaatler
vaadler	vaatler
Turkcell	bebeğim
Vodofone	Vodafone
turkcel	Turkcell
türksel	Turkcell
bism	bismillah
paketıı	paketi
buguın	bugün
koyim	koyayım
lt	lütfen
sıkınıtı	sıkıntı
genc	Gençturkcell
turkcell	tarife
Aferim	Aferin
soyliyim	söyleyeyim
vodofon	Vodofone
bilidirimi	bildirimi
trkcll	Turkcell
Telekkürler	Teşekkürler
VodafoneTR	Vodafone
ttnet	TTnet
şiyler	şeyler
tivit	tweet
yeniliyorun	yeniliyorum
tivit	tweet
tivitlerini	tweetlerini
geberiridim	geberirdim
yaa	ya
sevdiyim	sevdiğim
iştee	işte
paketinkn	paketinin
fiyayitini	fiyatını
tlf	telefon
fotolar	fotoğraflar
Internetinizin	İnternetiniz
abonelegimin	Aboneliğimin
kullanicilarin	kullanıcılarının
vodofon	Vodafone
istiyomm	istiyorum
buluyosa	buluyorsa
lşimiz	işimiz
hayla	hala
bbitmedi	bitmedi
turkcel	Turkcell
haralde	herhalde
verdii	verdi
Tişikkirler	Teşekkürler
bşlysn	boşluyorsun
arkadasimin	arkadaşının
sikiyim	sikeyim
yetmıyomus	yetmiyormuş
kodumun	koyduğumun
Bie	Bieber
meğersem	meğer
sevıyorumm	seviyorum
Nöbettede	nöbette
izleruk	izleriz
Oyy	Oy
grcekten	gerçekten
avealıya	güzel
baya	bayağı
ettim	etti
Ayy	Ay
sıkıtı	sıkıntı
türksell	Turkcell
türksel	Turkcell
illahaki	illaki
güde	günde
biterr	biter
hiçç	hiç
Hayalk	Hayal
atdığını	atmadığını
hukuk	hukuki
hepiniz	hepinizin
çook	çok
Saolasın	Sağolasın
kankim	kankam
rahatlıcamm	rahatlayacağım
gelsiin	Gelsin
tesekurler	teşekkürler
inş	inşallah
acill	Acil
Vodafon	Vodafone
bekletntim	beklentim
kalanlarida	kalanları
heryöne	her
cekiyomus	çekiyormuş
hee	he
teskkur	teşekkür
tesekkurlerr	teşekkürler
tşkler	teşekkürler
verdii	verdi
extra	ekstra
koyim	koyayım
Eveet	Evet
oloom	oğlum
kacinn	kaçın
türksel	Türkcell
hatrimi	hatırımı
yata	yatalım
suan	şu
turksel	Turkcell
Teşkr	Teşekkürler
oynatrlar	patlar
uygulumasi	uygulaması
canıım	canım
proglem	problem
SamsungGalaxy	Samsung
sun	sunuldu
Ankarayla	Ankara
yetmio	yetmiyor
bas	baz
şstasyonu	istasyonu
arıyabilirim	arayabilirim
gndermıs	göndermiş
İstikal	İstiklal
İstikal	İstiklal
renklami	reklamı
bedeva	bedava
den	destek
çook	çok
sevdimm	sevdim
cekiyomusum	Avea
arkadaş	Avea
int	internet
vodofone	Vodafone
vodofone	Vodafone
Tişikkirler	Teşekkürler
demiorm	demiyorum
Eveet	Evet
peehh	peh
off	of
bilmesz	bilmez
oda	o
Dilaram	Dilara
okadar	o
baya	bayağı
gelcegimi	geleceğimi
eyv	eyvallah
arıyımm	arayayım
ağğ	ah
Baa	Bak
bedafa	bedava
alak	alalım
aldgm	aldığım
turkcel	Turkcell
turkcellimi	Turkcell
geçtimm	geçtim
vaayy	vay
saolsunlar	sağolsunlar
Turkcel	Turkcell
Turkcel	Turkcell
sikiyim	sikeyim
Yılımış	Yılıymış
ohh	Oh
trkcell	Turkcell
şuan	şu
böle	böyle
kmlik	kilometrelik
full	ful
süperr	süper
Türksel	Turkcell
aricağım	arayacağım
Yanlizligimi	YAlnızlığımı
yakayalamiyorum	yakalayamıyorum
türksel	Turkcell
turkcel	Turkcell
intetnete	internete
koyim	koyayım
yaa	Ya
çekkmiyor	çekmiyor
yerine	kadar
sikiyim	sikeyim
dedirrti	dedirtti
yavs	yavaş
sikim	sikeyim
türksel	Türkcell
vy	ve
vodefon	Vodafone
elktirigimi	elektriğimi
çalışan	hatun
çalışan	hatun
yaşatıyosuun	yaşatıyorsun
bende	Ben
lik	tllik
iyimiş	iyiymiş
teaekkur	teşekkür
bosalatirim	boşaltırım
arayim	arayın
off	of
vadofone	Vodafone
kaltta	katta
Ouff	Of
cekmiyoo	çekmiyor
heri	geri
felan	falan
Vee	Ve
Hattim	Hattımı
turcksel	Turkcell
Vodafon	Vodafone
ohh	oh
knk	kanka
yanlız	yalnız
alla	Allah
heralde	herhalde
trkcll	Turkcell
ck	çok
de	da
anlıo	anlıyor
olna	olan
olıyım	olayım
ak	amına
Cts	Cumartesi
anca	ancak
üni	Üniversitesi
söyliyim	söyleyeyim
full	ful
nie	niye
sikiyim	sikeyim
ediceğine	edeceğine
geldi	olmamın
kapanirki	kapanır
sokucağını	sokacağını
mahkemeyee	mahkemeye
ipne	ibne
turkcel	Turkcell
disarda	dışarıda
trkcll	Turkcell
turksel	Turkcell
ısmarlıyım	ısmarlayayım
yeteer	yeter
Saolasın	Sağolasın
koyim	koyayım
koim	koyayım
cekmiyesin	çekmeyesin
vifi	wifi
de	da
bee	be
col	telefonum
turksel	Turkcell
napalım	ne
yani	yapalım
sende	sen
istiyosan	istiyorsan
istiyosan	istiyorsan
vınn	vın
uyutmadıı	uyutmadı
Ünüverstede	Üniversitede
cekiyim	çekeyim
Turkcell	bebeğim
heralde	herhalde
eyle	eylem
Turksel	Turkcell
herkeze	herkese
yhaa	ya
Türkcel	Türkcell
Şekerr	Şeker
askm	aşkım
TeliaSonera	Telia
baisindeki	bayisindeki
hattıı	hattı
klubunun	kulübünün
verdign	verdiğin
tesekkr	teşekkür
frezone	Freezone
merciilere	mercilere
siystem	sistem
uff	uf
yherim	yerim
turkcel	Turkcell
ceheneme	cehenneme
yapalm	de
kezo	keriz
Vayy	Vay
cekebilsim	çekebilsin
mı	liramı
sikiyim	sikeyim
twiti	tweeti
ahaahh	ahaha
cikicakmis	çıkacakmış
geçiyorumm	geçiyorum
sanıırm	sanırım
türksel	Turkcell
Turkcel	Turkcell
avea	be
Benîm	benim
gîbî	gibi
bîze	bize
geçîn	geçin
dîe	diye
atabîlîyor	atabiliyor
kankim	kankam
Vodofon	Vodafone
degistirim	değiştireyim
dada	da
dada	da
sıçiim	sıçayım
çokk	çok
vodofon	Vodafone
turksell	Turkcell
olmazan	olmazsan
arıyım	arayayım
skldkca	sıkıldıkça
silyal	sinyal
bouu	boyu
ilglir	ilgidir
yavyumm	yavrum
senii	seni
mesajj	mesaj
vodafon	Vodafone
herangi	herhangi
Dedeem	Dedem
alıyoor	alıyor
saolsun	sağolsun
yuklwyip	yükleyip
fatıralı	faturalı
istiyen	isteyen
kotoyı	kotayı
tlf	telefon
tivit	tweet
alıyım	alayım
daha	yavrum
turksel	Turkcell
dönn	dön
kardeeş	kardeş
sevgilililere	sevgililere
aramayacakalar	aramayacaklar
şekeer	şeker
oluca	olacak
kimse	kimsem
çekiyosundur	çekiyorsundur
vodofon	Vodafone
msji	mesajı
vodafon	Vodafone
dırek	direkt
yı	yıllardır
yıllardırkullananlara	kullananlara
hayayatım	Hayatım
böle	böyle
senle	seninle
kontür	kontör
faturalalar	faturalar
kasıtlımı	yalnızım
hattımaa	hattıma
bayıgıne	bayiine
wirelessı	Wirelesı
olaraak	olarak
gaktın	kaktın
Vodafon	Vodafone
tehtitkar	tehditkar
gecmeyim	geçmeyeyim
turkcel	Turkcell
Vee	Ve
gelmezi	gelmezdi
genciyiim	genciyim
knusma	konuşma
yapmicaktin	yapmayacaktın
dakikalaar	dakikalar
ohh	oh
sinirleniriyor	sinirlendiriyor
çekirmiş	çekermiş
yaram	yarağım
Turkcell	Bütün
turksel	Turkcell
doğdu	doğduğu
arkadaşımm	arkadaşım
bebeğiim	bebeğim
heralde	herhalde
kapiyada	kapıya
ban	bana
kapanıcaktr	kapanacaktır
bağlıyan	bağlayan
sokim	sokayım
Turkcel	Turkcell
yanlızım	yalnızım
ttnet	TTnet
twit	Twitter
yanlizliklari	yalnızlıkları
ulen	Ulan
telofunun	telefonun
smsden	smsten
tlelik	tllik
vodofone	Vodafone
managerlar	menejerler
int	internet
türksel	Türkcell
tenefüste	teneffüste
yada	ya
abimn	Abimin
pinide	pini
lişki	İlişki
Yaa	Ya
haa	ha
Ahhaha	Ahha
Dedi	Başak
afferin	aferin
vodofone	Vodafone
arıyın	arayın
türkcel	Turkcell
ayy	ay
Türkçel	Türkçe
şarkarı	şarkıları
arıyam	arayayım
va	var
çook	çok
Turkcell	bebeğim
bee	be
berii	beri
kullanicisym	kullanıcısıyım
kıimse	kimse
beniim	benim
gondericekmis	gönderecekmiş
geçtimden	geçtiğimden
böle	böyle
sıcıyım	sıçayım
int	internet
Türksel	Türkcell
turksel	Turkcell
turkcel	Turkcell
süprizleri	sürprizleri
internett	internet
paketu	paketi
vodafon	Vodafone
turkcel	Turkcell
sırıtırımm	sırıtırım
tm	Tamam
tm	tamam
maiden	Mamaiden
tm	tamam
tm	tamam
vodafon	Vodafone
Kr	Kuruş
ile	nedir
bea	be
yaa	ya
banada	bana
full	ful
yaa	ya
ahh	ah
türksel	Türkcell
saolsun	sağolsun
Yaa	Ya
Vodafon	Vodafone
knkim	kankam
konturleri	kontörleri
tenks	thanks
türksel	Türkcell
Turkcel	Turkcell
saolsun	sağolsun
hayvanatın	hayvanatsın
ovv	of
tlfnlarimi	telefonlarımı
yaa	Ya
tel	telefon
saolsun	sağolsun
Beğendirr	Beğendir
atıyorr	atıyor
cook	çok
bıtırıp	her
sms	her
vadofone	Vodafone
çetleştik	chatleştik
Çetle	Chatle
dolayısıla	dolayısıyla
yollaya	yollayan
Baya	Bayağı
baya	bayağı
züürtlüğün	züğürtlüğün
Zikerim	Sikerim
Turkcel	Turkcell
çook	çok
Vodafonela	Vodafone
istiyonu	istasyonu
oldumm	oldum
cekiyosam	çekiyorsam
meaajlar	mesajlar
tcell	Turkcell
tcell	Turkcell
Turkcel	Turkcell
Turkcel	Turkcell
özele	geldi
türksel	Türkcell
wolksvagen	Volkswagen
kankım	kankam
hayla	hala
satiyim	satayım
yaa	ya
teit	teyit
sokim	sokayım
kankimi	kankamı
Off	Of
kadarıda	kadarı
denırr	denir
koyim	koyayım
konturlerimi	kontörlerimi
hayy	Hay
bur	bu
esemesleri	smsleri
Kahrolssun	Kahrolsun
cekmiyosn	çekmiyorsun
seen	sen
heralde	herhalde
knk	kanka
yaa	ya
nolursa	ne
şımartıyorsuun	şımartıyorsun
Persmbeden	Perşembeden
Hee	He
vodofon	Vodafone
turkcel	Turkcell
zikim	sikeyim
Turkcel	Turkcell
sikiyim	sikeyim
ka	kadar
bilim	bileyim
çookk	çok
iyimiş	iyiymiş
seviyoor	seviyor
ayy	ay
biliyim	bileyim
hatım	hattım
isyasyonu	istasyonu
gonderiyomus	gönderiyormuş
diyip	deyip
durumudan	durumundan
anaa	Ana
Türksel	Türkcell
bimsel	Bimcell
cinsel	Cincell
hatim	hattım
di	değil
şapşik	şapşal
Bide	Birde
utandımm	utandım
yöne	beni
Sevdicegim	Sevgilim
knusma	konuşma
saolasın	Sağolasın
sewiyorum	seviyorum
dönsemm	dönsem
Turksel	Turkcell
kankım	kankam
sölesin	söylesin
bonk	bonkör
Vodafon	Vodafone
yapıyosa	yapıyorsa
turkcel	Turkcell
Türksel	Turkcell
olucemm	öleceğim
felan	falan
almıcağımı	almayacağımı
essekler	eşekler
sikimtırak	sikimtrak
Telde	Telefonda
Ayh	Ah
turksel	Turkcell
kadar	üniversiteliler
Off	Of
dkdir	dakikadır
atmams	atmamış
herkea	herkes
sıkım	sikeyim
Beni	Benim
haa	Ha
düşünüyosanız	düşünüyorsanız
internet	internetini
vodafon	Vodafone
Vodafon	Vodafone
dah	daha
kocca	koca
dam	adam
am	an
full	ful
full	ful
tel	telefon
yavrum	yapıyorsun
ttnet	TTnet
Arkdslr	Arkadaşlar
hayy	Hay
knk	kanka
kontürleri	kontörleri
Kat	göbeğinde
pakedim	paketim
kontur	kontör
ilgilenlere	ilgilenenlere
olsuna	olsun
alıjaam	alacağım
trkcell	Turkcell
sectn	seçtin
Yaa	Ya
türksel	Turkcell
diodur	diyordur
meydane	meydana
gelen	Tüketimden
magazsndaki	mağazasındaki
arkadslarima	arkadaşlarıma
itibariyla	itibariyle
aşkımm	aşkım
sukr	şükür
gectmi	geçtim
herkeze	herkese
geldıı	geldi
saolsun	sağolsun
vodafon	Vodafone
hayatt	Hayat
guzell	güzel
tisikkirler	Teşekkürler
dakik	dakika
ooh	Oh
saolsun	sağolsun
bozulru	bozulur
yapıcagını	yapacağını
full	ful
vallaha	vallahi
eves	heves
boyuca	boyunca
teşekürler	teşekkürler
bebeğimm	bebeğim
gondermiis	göndermiş
yriim	yerim
şeysinden	şeyinden
yollamışş	yollamış
besketbol	basketbol
seslendiriyoo	seslendiriyor
twit	tweet
fotomu	fotoğrafımı
çekemiyenleri	çekemeyenleri
ya	yağ
giremedim	giremezdim
Vodafon	Vodafone
yahuu	yahu
vericemize	vereceğimize
kirdiriyim	kırdırayım
ipoduma	iPoduma
şuan	şu
ki	anki
dzuzgun	düzgün
tenks	Thanks
telefonda	değil
diyince	deyince
full	ful
Şeno	Şebnem
canımm	canım
ohh	oh
attıı	attı
unutmusumm	unutmuşum
Şirkentinden	Şirketinden
twee	tweet
yapacayim	yapacağım
He	Ha
laptobu	laptopu
inş	inşallah
sonundaa	sonunda
herkeze	herkese
düşüüyor	düşünüyor
konuşuyozz	konuşuyoruz
ayy	ay
icon	ikon
Türksel	Turkcell
ohh	oh
turkcel	Turkcell
Ayy	Ay
vına	vınna
tehtidi	tehdidi
Ohaa	Oha
türksel	Türkcell
kutumuştu	kutuymuş
Sevgipi	Sevgili
full	ful
kurucuları	internetin
sikim	sikeyim
vodofon	Vodafone
seniin	senin
beniim	benim
yapıyım	yapayım
heyy	hey
anca	ancak
yapak	yapalım
yapabildimm	yapabildim
operlerr	öperler
far	fark
deilim	değilim
deilim	değilim
kodumun	koyduğumun
orrospu	orospu
Heralde	Herhalde
kullanıyosanız	kullanıyorsanız
eyvalla	eyvallah
nse	Neyse
msglsn	meşgulsün
turkcel	Turkcell
arıyanım	arayanım
sanarladı	sanarlardı
guvenmiym	güvenmiyorum
baya	bayağı
oluum	oğlum
verdin	versin
knk	kanka
full	ful
hayaat	Hayat
knusma	konuşma
srefszm	şerefsizim
rekklamını	reklamını
türksell	Türkcell
full	ful
yaa	ya
bağyanla	bayanla
nefen	neden
arıcağımı	arayacağımı
mınnetarım	minnettarım
full	ful
filmi	film
Vodafon	Vodafone
tabii	tabi
Vodafon	Vodafone
werdi	verdi
suanlik	şimdilik
Vodafon	Vodafone
Hahaha	Haha
kontür	kontör
bişeyler	birşeyler
böle	böyle
Vodafon	Vodafone
canımsınn	canımsın
kontörlû	kontörlü
sıkılicama	sıkılacağıma
bugûn	bugün
Yaa	Ya
yeriim	Yerim
Vodofone	Vodafone
kontur	kontör
dırek	direkt
KarabükSöylüyor	Karabük
canımcım	canım
teleon	telefon
bide	birde
vodafon	Vodafone
yaptırtıp	yaptırıp
int	interneti
turksel	Turkcell
alicakti	alacaktı
gidiyoo	gidiyor
pnplar	pampalar
artk	Artık
kullanym	kullanıyorum
alasini	alâsını
off	of
turksel	Turkcell
turkcel	Turkcell
verdii	verdi
yaa	ya
Vodafon	Vodafone
full	ful
coh	çok
mıı	mı
bölüşümünde	bölümünde
acep	acaba
ohh	oh
tranfer	transfer
bitircemde	bitireceğim
yapmıyorumm	yapmıyorum
bee	be
leptobum	laptopum
benn	ben
sikim	sikeyim
yüzüme	yüzüne
koyim	koyayım
arkdsım	arkadaşım
ooh	oh
olucağımı	olacağımı
turksel	Turkcell
sınırsıs	sınırsız
platium	platinium
sahibiyimm	sahibiyim
Türksel	Türkcell
dercece	derece
tsklr	teşekkürler
tsklr	teşekkürler
sağolsunn	sağolsun
ariyim	arayayım
bitsinn	bitsin
yaparımm	yaparım
TeL	Telefon
Tekbikleri	Teknikleri
Türksel	Türkcell
yapıyım	yapayım
yaa	ya
artıkk	artık
istiyim	isteyeyim
arkdslr	arkadaşlar
mı	mısın
inş	inşallah
megerse	meğer
oparatör	operatör
anca	ancak
hımmna	amına
ck	çok
cj	çok
yolladı	aşkım
full	ful
Ulen	Ulan
yaw	yahu
gorunca	görünce
tama	tamam
turkcel	Turkcell
istiyomm	istiyorum
vodafon	Vodafone
trkcell	Turkcell
iyii	iyi
ohh	oh
herkeze	herkese
şarzı	şarjı
geri	gerisi
hattıla	hattıyla
zorununda	zorunda
haya	hayal
bakıyım	bakayım
jürinini	jürinin
adminin	admininin
sonundaa	sonunda
olcagım	olacağım
Turkcel	Turkcell
ariyip	arayıp
msg	mesaj
atio	atıyor
yaptimm	yaptım
raazıyım	razıyım
arayım	arayıp
yeröm	yerim
pakepi	paketi
asılı	asıllı
teiefonundan	telefonundan
baya	bayağı
oparatörü	operatörü
showunda	şovunda
Turceel	Turkcell
btti	Bitti
yaa	ya
annecim	Anneciğim
halkkında	hakkında
bosyok	boş
yaptiim	yaptım
dilimi	dilime
li	sevgili
biza	bize
oruspu	orospu
kodugumun	koyduğumun
kaybediceksin	kaybedeceksin
dusmiyim	düşmeyeyim
Azına	Ağzına
sıçıyım	sıçayım
iletçeksin	ileteceksin
cekmiyornus	çekmiyormuş
turkcel	acep
oyalama	oyalamada
afferim	Aferin
full	ful
formalıı	formalı
pakepi	paketi
vodafon	Vodafone
sarz	şarj
sarz	şarj
Tirenin	Trenin
Vodafon	Vodafone
kurtulamıcagıma	kurtulamayacağıma
koyiyim	koyayım
yeterr	yeter
Turkcel	Turkcell
dio	diyor
salakk	salak
turkcel	Turkcell
annanı	ananı
turkcel	Turkcell
turksell	Turkcell
türksel	Türkcell
turkcel	Turkcell
yanii	yani
ni	ne
iyiyydii	iyiydi
tele	Telefona
Senlen	Senle
bardagiynan	bardağıyla
sevdiyim	sevdiğim
ananemde	anneannemde
turksel	Turkcell
yapmııs	yapmış
hatanızıdan	hatanızdan
yapiyim	yapayım
karti	kart
oc	orospu
turcell	Turkcell
getirtcekk	getirtecek
türksel	Turkcell
int	internet
turkcel	Turkcell
vodafon	Vodafone
eşşek	ya
laziimm	lazım
Laan	ulan
susmassin	susmazsın
yapıyım	yapayım
Off	Of
ney	nedir
cınım	canım
faturasini	faturasının
tvit	tweet
temsicileri	temsilcileri
gidemeyeğim	gidemeyeceğim
memnuyietinizi	memnuniyetinizi
yerw	yere
full	ful
ee	e
tşkrlr	Teşekkürler
varsınn	varsın
yaa	ya
kankim	kankam
Tenk	Thank
vallaha	vallahi
vallaha	vallahi
içii	içi
süpriz	sürpriz
Canısıı	Canım
böle	böyle
keyıff	keyif
hee	he
Türksel	Türkcell
süfersin	süpersin
türksel	Türkcell
türksel	Turkcell
türksel	Turkcell
türksel	Turkcell
türksel	Turkcell
smdi	şimdi
kapiyada	kapıya
smdi	şimdi
kapiyada	kapıya
ammına	amına
koyum	koyayım
kapsamı	kapsama
Wifiden	Wifidan
gelior	geliyor
ttnet	TTnet
satıyim	satayım
kontürlerimi	kontörlerimi
bizımla	bizimle
tel	telefon
arıyımm	arayayım
turkcel	Turkcell
iisi	iyisi
haa	ha
iiyi	iyi
stabil	sabit
oparetör	operatör
niyee	niye
Vodofon	Vodafone
Vodafon	Vodafone
kontürlerimi	kontörlerimi
istedigmde	istediğimde
farki	farklı
full	ful
ins	inşallah
bişeysin	bir
Türksel	Türkcell
Full	Ful
gönerdi	gönderdi
kebapp	kebap
yirim	yerim
Ayy	Ay
vodofon	Vodafone
Turkcel	Turkcell
onla	onunla
hoşlaşıyorum	hoşlanıyorum
degısıyomus	değişiyormuş
Telofonum	Telefonum
Syg	Saygılar
sms	smsi
sevindirik	sevindik
Vodafon	Vodafone
bedeva	bedava
çiflikte	çiftlikte
çekerrdim	çekerdim
d	doğumgünüm
şuanlık	şimdilik
inş	inşallah
yaa	ya
heraldee	herhalde
ohh	Oh
müşter	müşteri
hemde	hem
bittmiişş	bitmiş
heralde	herhalde
yiyiyorum	yiyorum
taa	ta
icicn	için
turksel	Turkcell
alarun	alırım
yıkarun	yıkarım
turkcel	Turkcell
tskkurler	teşekkürler
Mutluyumm	Mutluyum
Mutluyumm	Mutluyum
saolsun	sağolsun
dans	etmiş
ozeel	özel
aekadaşlar	arkadaşlar
kısacaso	kısacası
konturu	kontörü
yaptim	her
hadi	her
noki	Nokia
yaa	ya
tşkkrle	teşekkürler
trkcll	Turkcell
Hehee	Hehe
paketii	paketi
türksel	Turkcell
turkcel	Turkcell
yetkileri	yetkilileri
sabhdn	sabahtan
gonderigin	gönderdiğin
Ayy	Ay
geciceek	geçecek
düsünüyoo	düşünüyor
helaal	helal
kankilerim	kankalarım
Balkontan	Balkondan
aşşağıya	aşağıya
vermııs	vermiş
canıım	canım
direk	direkt
reklamındakii	reklamındaki
bekliyoruuz	bekliyoruz
hattım	hattımın
heryone	her
vodafone	yöne
maasimi	maşımı
bekliyorun	bekliyorum
vodafon	Vodafone
Vodavon	Vodafone
bizimm	bizim
sonundaa	sonunda
internettin	internetin
türksel	Türkcell
yaa	ya
istiyoruzz	istiyoruz
snrsiz	sınırsız
net	internet
SüprizLeriyLe	SürprizLeriyle
thanks	teşekkürler
kaapalı	kapalı
kankilerim	kankalarımı
kankilerimi	kankalarımı
oludum	oldum
mıss	mis
bbmi	bebeğimi
laan	ulan
intenete	internete
ışık	hızı
bilim	bileyim
sende	sen
cekiy	çekiyor
full	ful
turkcel	Turkcell
turkcel	Turkcell
olumm	oğlum
arayımm	arayayım
vodafon	Vodafone
türksel	Turkcell
gidicekleri	gidecekleri
gurubum	grubum
arayam	arayayım
yanında	yanınca
türksel	Türkcell
cekiy	çekiyor
ik	ilk
dakkasi	dakikası
twit	tweet
paylaşılınır	paylaşılır
vodafon	Vodafone
tel	telefon
